qtdb_idx,pyhearts_idx,qtdb_amplitude,pyhearts_amplitude,amplitude_diff,offset_samples,offset_ms,distance_samples
141504,141518,-0.535,0.585,1.12,14,56.0,14
141648,141663,-0.535,0.6,1.135,15,60.0,15
141792,141807,-0.57,0.575,1.145,15,60.0,15
141936,141951,-0.51,0.59,1.1,15,60.0,15
142080,142096,-0.535,0.585,1.12,16,64.0,16
142226,142240,-0.535,0.575,1.1099999999999999,14,56.0,14
142370,142385,-0.57,0.59,1.16,15,60.0,15
142514,142529,-0.585,0.605,1.19,15,60.0,15
142658,142673,-0.61,0.57,1.18,15,60.0,15
142804,142818,-0.595,0.575,1.17,14,56.0,14
142950,142964,-0.565,0.575,1.14,14,56.0,14
143094,143110,-0.51,0.59,1.1,16,64.0,16
143240,143256,-0.55,0.585,1.135,16,64.0,16
143386,143402,-0.585,0.595,1.18,16,64.0,16
143534,143548,-0.615,0.565,1.18,14,56.0,14
143826,143842,-0.61,0.575,1.185,16,64.0,16
143974,143988,-0.655,0.57,1.225,14,56.0,14
144120,144134,-0.67,0.545,1.215,14,56.0,14
144264,144280,-0.59,0.465,1.055,16,64.0,16
144410,144425,-0.565,0.575,1.14,15,60.0,15
144554,144570,-0.595,0.575,1.17,16,64.0,16
144700,144714,-0.605,0.575,1.18,14,56.0,14
144844,144858,-0.535,0.575,1.1099999999999999,14,56.0,14
144988,145003,-0.565,0.6,1.165,15,60.0,15
145132,145147,-0.635,0.585,1.22,15,60.0,15
145276,145290,-0.635,0.565,1.2,14,56.0,14
145418,145434,-0.565,0.6,1.165,16,64.0,16
145562,145577,-0.655,0.575,1.23,15,60.0,15
145706,145720,-0.69,0.55,1.24,14,56.0,14
145848,145862,-0.58,0.575,1.1549999999999998,14,56.0,14
145990,146004,-0.59,0.575,1.165,14,56.0,14
146132,146146,-0.54,0.58,1.12,14,56.0,14
146274,146288,-0.595,0.58,1.1749999999999998,14,56.0,14
146414,146430,-0.58,0.6,1.18,16,64.0,16
146556,146571,-0.555,0.575,1.13,15,60.0,15
146698,146713,-0.535,0.575,1.1099999999999999,15,60.0,15
146840,146856,-0.585,0.575,1.16,16,64.0,16
146984,146999,-0.57,0.595,1.165,15,60.0,15
147126,147142,-0.55,0.57,1.12,16,64.0,16
147270,147285,-0.565,0.565,1.13,15,60.0,15
147414,147429,-0.635,0.565,1.2,15,60.0,15
147558,147574,-0.615,0.59,1.205,16,64.0,16
147702,147718,-0.565,0.565,1.13,16,64.0,16
147846,147862,-0.56,0.57,1.13,16,64.0,16
147992,148007,-0.595,0.575,1.17,15,60.0,15
148136,148152,-0.615,0.59,1.205,16,64.0,16
148282,148297,-0.565,0.57,1.1349999999999998,15,60.0,15
148426,148441,-0.565,0.59,1.1549999999999998,15,60.0,15
148572,148586,-0.605,0.565,1.17,14,56.0,14
148716,148731,-0.595,0.585,1.18,15,60.0,15
148860,148875,-0.555,0.575,1.13,15,60.0,15
149004,149020,-0.58,0.6,1.18,16,64.0,16
149150,149164,-0.615,0.57,1.185,14,56.0,14
149294,149308,-0.57,0.565,1.1349999999999998,14,56.0,14
149438,149452,-0.525,0.58,1.105,14,56.0,14
149582,149597,-0.57,0.575,1.145,15,60.0,15
149726,149741,-0.56,0.585,1.145,15,60.0,15
149870,149885,-0.5,0.58,1.08,15,60.0,15
150016,150031,-0.485,0.615,1.1,15,60.0,15
150160,150175,-0.545,0.575,1.12,15,60.0,15
150304,150320,-0.535,0.575,1.1099999999999999,16,64.0,16
150448,150464,-0.51,0.585,1.095,16,64.0,16
150592,150608,-0.52,0.575,1.095,16,64.0,16
150738,150753,-0.605,0.585,1.19,15,60.0,15
150882,150898,-0.59,0.59,1.18,16,64.0,16
151028,151042,-0.56,0.56,1.12,14,56.0,14
151172,151184,-0.565,0.46,1.025,12,48.0,12
151316,151332,-0.61,0.585,1.1949999999999998,16,64.0,16
151462,151477,-0.575,0.595,1.17,15,60.0,15
151608,151622,-0.58,0.57,1.15,14,56.0,14
151752,151767,-0.585,0.575,1.16,15,60.0,15
151898,151913,-0.585,0.6,1.185,15,60.0,15
152042,152057,-0.55,0.585,1.135,15,60.0,15
152188,152203,-0.57,0.6,1.17,15,60.0,15
152334,152348,-0.585,0.59,1.1749999999999998,14,56.0,14
152478,152493,-0.57,0.57,1.14,15,60.0,15
152622,152638,-0.58,0.585,1.165,16,64.0,16
152768,152783,-0.595,0.585,1.18,15,60.0,15
152914,152928,-0.595,0.565,1.16,14,56.0,14
153058,153074,-0.565,0.585,1.15,16,64.0,16
153204,153218,-0.6,0.57,1.17,14,56.0,14
153348,153363,-0.635,0.55,1.185,15,60.0,15
153494,153508,-0.655,0.575,1.23,14,56.0,14
153638,153653,-0.595,0.575,1.17,15,60.0,15
153782,153797,-0.55,0.585,1.135,15,60.0,15
153926,153942,-0.58,0.595,1.1749999999999998,16,64.0,16
154072,154087,-0.655,0.59,1.245,15,60.0,15
154216,154230,-0.645,0.575,1.22,14,56.0,14
154358,154373,-0.535,0.565,1.1,15,60.0,15
154502,154518,-0.5,0.61,1.1099999999999999,16,64.0,16
154646,154662,-0.605,0.575,1.18,16,64.0,16
154790,154805,-0.59,0.58,1.17,15,60.0,15
154932,154947,-0.585,0.585,1.17,15,60.0,15
155074,155085,-0.61,0.365,0.975,11,44.0,11
155214,155229,-0.585,0.565,1.15,15,60.0,15
155354,155370,-0.545,0.61,1.155,16,64.0,16
155496,155511,-0.61,0.59,1.2,15,60.0,15
155638,155652,-0.605,0.575,1.18,14,56.0,14
155780,155794,-0.56,0.585,1.145,14,56.0,14
155922,155937,-0.57,0.595,1.165,15,60.0,15
156066,156080,-0.595,0.575,1.17,14,56.0,14
156210,156225,-0.62,0.585,1.205,15,60.0,15
156354,156369,-0.605,0.605,1.21,15,60.0,15
156498,156512,-0.57,0.575,1.145,14,56.0,14
156642,156656,-0.57,0.585,1.1549999999999998,14,56.0,14
156786,156801,-0.605,0.575,1.18,15,60.0,15
156930,156944,-0.565,0.575,1.14,14,56.0,14
157072,157088,-0.56,0.575,1.135,16,64.0,16
157216,157232,-0.58,0.57,1.15,16,64.0,16
157360,157376,-0.585,0.575,1.16,16,64.0,16
157504,157520,-0.57,0.585,1.1549999999999998,16,64.0,16
157648,157663,-0.535,0.575,1.1099999999999999,15,60.0,15
157792,157807,-0.545,0.575,1.12,15,60.0,15
157936,157951,-0.605,0.57,1.1749999999999998,15,60.0,15
158080,158095,-0.59,0.56,1.15,15,60.0,15
158224,158239,-0.58,0.575,1.1549999999999998,15,60.0,15
158368,158382,-0.585,0.585,1.17,14,56.0,14
158512,158526,-0.605,0.575,1.18,14,56.0,14
158654,158670,-0.56,0.61,1.17,16,64.0,16
158798,158814,-0.535,0.605,1.1400000000000001,16,64.0,16
158942,158957,-0.57,0.585,1.1549999999999998,15,60.0,15
159086,159101,-0.585,0.6,1.185,15,60.0,15
159230,159244,-0.54,0.575,1.115,14,56.0,14
159372,159388,-0.52,0.6,1.12,16,64.0,16
159516,159531,-0.55,0.57,1.12,15,60.0,15
159660,159675,-0.535,0.575,1.1099999999999999,15,60.0,15
159802,159818,-0.545,0.575,1.12,16,64.0,16
159946,159961,-0.58,0.595,1.1749999999999998,15,60.0,15
160090,160104,-0.605,0.565,1.17,14,56.0,14
160232,160246,-0.585,0.57,1.1549999999999998,14,56.0,14
160374,160390,-0.635,0.575,1.21,16,64.0,16
160518,160533,-0.615,0.585,1.2,15,60.0,15
160660,160676,-0.57,0.575,1.145,16,64.0,16
160804,160819,-0.525,0.575,1.1,15,60.0,15
160948,160963,-0.55,0.59,1.1400000000000001,15,60.0,15
161092,161107,-0.615,0.6,1.2149999999999999,15,60.0,15
161236,161250,-0.535,0.57,1.105,14,56.0,14
161378,161393,-0.485,0.575,1.06,15,60.0,15
161522,161537,-0.56,0.59,1.15,15,60.0,15
161666,161680,-0.585,0.59,1.1749999999999998,14,56.0,14
161808,161823,-0.585,0.56,1.145,15,60.0,15
161952,161966,-0.565,0.585,1.15,14,56.0,14
162094,162110,-0.635,0.57,1.205,16,64.0,16
162238,162253,-0.645,0.575,1.22,15,60.0,15
162380,162395,-0.615,0.575,1.19,15,60.0,15
162524,162538,-0.615,0.59,1.205,14,56.0,14
162666,162681,-0.595,0.6,1.1949999999999998,15,60.0,15
162808,162823,-0.59,0.57,1.16,15,60.0,15
162952,162966,-0.56,0.56,1.12,14,56.0,14
163096,163110,-0.59,0.575,1.165,14,56.0,14
163238,163254,-0.585,0.585,1.17,16,64.0,16
163384,163399,-0.6,0.575,1.1749999999999998,15,60.0,15
163528,163543,-0.62,0.575,1.1949999999999998,15,60.0,15
163674,163689,-0.68,0.565,1.245,15,60.0,15
163818,163833,-0.655,0.555,1.21,15,60.0,15
163962,163978,-0.605,0.585,1.19,16,64.0,16
164106,164121,-0.55,0.575,1.125,15,60.0,15
164250,164266,-0.58,0.595,1.1749999999999998,16,64.0,16
164396,164410,-0.58,0.59,1.17,14,56.0,14
164540,164555,-0.535,0.59,1.125,15,60.0,15
164684,164700,-0.465,0.495,0.96,16,64.0,16
164830,164846,-0.485,0.585,1.0699999999999998,16,64.0,16
164976,164992,-0.525,0.595,1.12,16,64.0,16
165122,165137,-0.53,0.575,1.105,15,60.0,15
165266,165282,-0.525,0.585,1.1099999999999999,16,64.0,16
165412,165427,-0.545,0.595,1.1400000000000001,15,60.0,15
165556,165572,-0.585,0.57,1.1549999999999998,16,64.0,16
165702,165717,-0.59,0.6,1.19,15,60.0,15
165846,165860,-0.565,0.565,1.13,14,56.0,14
165990,166004,-0.52,0.57,1.0899999999999999,14,56.0,14
166132,166148,-0.545,0.565,1.1099999999999999,16,64.0,16
166276,166292,-0.55,0.61,1.1600000000000001,16,64.0,16
166420,166436,-0.57,0.575,1.145,16,64.0,16
166564,166579,-0.56,0.575,1.135,15,60.0,15
166708,166723,-0.6,0.585,1.185,15,60.0,15
166852,166866,-0.615,0.575,1.19,14,56.0,14
166994,167009,-0.605,0.58,1.185,15,60.0,15
167136,167152,-0.605,0.6,1.205,16,64.0,16
167280,167294,-0.62,0.575,1.1949999999999998,14,56.0,14
167422,167436,-0.595,0.575,1.17,14,56.0,14
167564,167579,-0.615,0.6,1.2149999999999999,15,60.0,15
167706,167722,-0.62,0.6,1.22,16,64.0,16
167850,167865,-0.665,0.59,1.255,15,60.0,15
168136,168151,-0.62,0.575,1.1949999999999998,15,60.0,15
168278,168294,-0.61,0.585,1.1949999999999998,16,64.0,16
168422,168437,-0.645,0.56,1.205,15,60.0,15
168566,168581,-0.595,0.595,1.19,15,60.0,15
168710,168724,-0.58,0.575,1.1549999999999998,14,56.0,14
168852,168868,-0.565,0.585,1.15,16,64.0,16
168996,169012,-0.58,0.6,1.18,16,64.0,16
169140,169156,-0.58,0.59,1.17,16,64.0,16
169284,169300,-0.535,0.595,1.13,16,64.0,16
169428,169443,-0.525,0.595,1.12,15,60.0,15
169570,169586,-0.525,0.595,1.12,16,64.0,16
169714,169728,-0.555,0.575,1.13,14,56.0,14
169854,169869,-0.535,0.56,1.0950000000000002,15,60.0,15
169994,170009,-0.55,0.59,1.1400000000000001,15,60.0,15
170134,170148,-0.535,0.58,1.115,14,56.0,14
170272,170288,-0.475,0.595,1.0699999999999998,16,64.0,16
170412,170427,-0.525,0.595,1.12,15,60.0,15
170552,170566,-0.535,0.58,1.115,14,56.0,14
170690,170704,-0.58,0.475,1.055,14,56.0,14
170828,170843,-0.57,0.575,1.145,15,60.0,15
170966,170982,-0.595,0.6,1.1949999999999998,16,64.0,16
171106,171121,-0.58,0.575,1.1549999999999998,15,60.0,15
171246,171260,-0.595,0.57,1.165,14,56.0,14
171384,171400,-0.61,0.575,1.185,16,64.0,16
171524,171539,-0.61,0.58,1.19,15,60.0,15
171662,171678,-0.555,0.595,1.15,16,64.0,16
171802,171818,-0.595,0.59,1.185,16,64.0,16
171942,171958,-0.595,0.6,1.1949999999999998,16,64.0,16
172082,172098,-0.615,0.575,1.19,16,64.0,16
172224,172238,-0.59,0.57,1.16,14,56.0,14
172364,172379,-0.62,0.565,1.185,15,60.0,15
172504,172518,-0.605,0.575,1.18,14,56.0,14
172642,172658,-0.55,0.585,1.135,16,64.0,16
172782,172797,-0.515,0.605,1.12,15,60.0,15
172922,172936,-0.595,0.57,1.165,14,56.0,14
173062,173076,-0.56,0.57,1.13,14,56.0,14
173202,173216,-0.515,0.565,1.08,14,56.0,14
173340,173355,-0.52,0.565,1.085,15,60.0,15
173480,173495,-0.525,0.59,1.115,15,60.0,15
173620,173635,-0.51,0.59,1.1,15,60.0,15
173760,173775,-0.545,0.6,1.145,15,60.0,15
173900,173915,-0.615,0.545,1.1600000000000001,15,60.0,15
174040,174054,-0.73,0.55,1.28,14,56.0,14
174178,174193,-0.4,0.57,0.97,15,60.0,15
174316,174331,-0.715,0.565,1.2799999999999998,15,60.0,15
174456,174470,-0.685,0.585,1.27,14,56.0,14
174596,174611,-0.635,0.58,1.2149999999999999,15,60.0,15
174736,174752,-0.67,0.56,1.23,16,64.0,16
174878,174892,-0.62,0.575,1.1949999999999998,14,56.0,14
175018,175033,-0.605,0.565,1.17,15,60.0,15
175158,175174,-0.555,0.585,1.1400000000000001,16,64.0,16
175298,175314,-0.545,0.56,1.105,16,64.0,16
175438,175453,-0.56,0.555,1.1150000000000002,15,60.0,15
175578,175594,-0.535,0.575,1.1099999999999999,16,64.0,16
175718,175733,-0.525,0.555,1.08,15,60.0,15
175860,175875,-0.46,0.59,1.05,15,60.0,15
176002,176017,-0.475,0.555,1.03,15,60.0,15
176146,176160,-0.5,0.58,1.08,14,56.0,14
176288,176303,-0.535,0.565,1.1,15,60.0,15
176432,176448,-0.525,0.605,1.13,16,64.0,16
176576,176591,-0.535,0.55,1.085,15,60.0,15
176722,176736,-0.525,0.555,1.08,14,56.0,14
176868,176883,-0.51,0.575,1.085,15,60.0,15
177014,177029,-0.535,0.575,1.1099999999999999,15,60.0,15
177160,177175,-0.535,0.56,1.0950000000000002,15,60.0,15
177306,177321,-0.55,0.575,1.125,15,60.0,15
177454,177469,-0.58,0.595,1.1749999999999998,15,60.0,15
177600,177615,-0.58,0.56,1.1400000000000001,15,60.0,15
177748,177762,-0.605,0.57,1.1749999999999998,14,56.0,14
177894,177910,-0.61,0.51,1.12,16,64.0,16
178042,178056,-0.66,0.55,1.21,14,56.0,14
178188,178203,-0.62,0.555,1.175,15,60.0,15
178336,178350,-0.595,0.57,1.165,14,56.0,14
178482,178496,-0.56,0.59,1.15,14,56.0,14
178626,178641,-0.56,0.565,1.125,15,60.0,15
178772,178787,-0.56,0.59,1.15,15,60.0,15
178918,178932,-0.57,0.53,1.1,14,56.0,14
179064,179078,-0.57,0.56,1.13,14,56.0,14
179210,179224,-0.56,0.575,1.135,14,56.0,14
179356,179370,-0.58,0.585,1.165,14,56.0,14
179502,179517,-0.63,0.575,1.205,15,60.0,15
179648,179664,-0.645,0.585,1.23,16,64.0,16
179796,179810,-0.66,0.555,1.215,14,56.0,14
179942,179957,-0.62,0.565,1.185,15,60.0,15
180088,180104,-0.585,0.595,1.18,16,64.0,16
180234,180250,-0.57,0.59,1.16,16,64.0,16
180382,180396,-0.535,0.565,1.1,14,56.0,14
180528,180543,-0.535,0.585,1.12,15,60.0,15
180674,180689,-0.535,0.575,1.1099999999999999,15,60.0,15
180822,180837,-0.57,0.58,1.15,15,60.0,15
180970,180985,-0.595,0.595,1.19,15,60.0,15
181118,181133,-0.605,0.565,1.17,15,60.0,15
181266,181281,-0.57,0.58,1.15,15,60.0,15
181414,181429,-0.595,0.57,1.165,15,60.0,15
181562,181577,-0.535,0.6,1.135,15,60.0,15
181710,181726,-0.535,0.61,1.145,16,64.0,16
181860,181874,-0.5,0.58,1.08,14,56.0,14
182008,182022,-0.585,0.55,1.135,14,56.0,14
182156,182170,-0.61,0.58,1.19,14,56.0,14
182302,182318,-0.635,0.585,1.22,16,64.0,16
182450,182465,-0.605,0.585,1.19,15,60.0,15
182596,182611,-0.62,0.55,1.17,15,60.0,15
182742,182757,-0.56,0.565,1.125,15,60.0,15
182888,182903,-0.56,0.595,1.155,15,60.0,15
183034,183048,-0.635,0.575,1.21,14,56.0,14
183180,183194,-0.62,0.57,1.19,14,56.0,14
183324,183339,-0.62,0.575,1.1949999999999998,15,60.0,15
183470,183484,-0.64,0.565,1.205,14,56.0,14
183614,183629,-0.605,0.58,1.185,15,60.0,15
183760,183776,-0.63,0.585,1.2149999999999999,16,64.0,16
183908,183922,-0.635,0.575,1.21,14,56.0,14
184052,184067,-0.595,0.565,1.16,15,60.0,15
184198,184210,-0.55,0.455,1.0050000000000001,12,48.0,12
184342,184358,-0.615,0.59,1.205,16,64.0,16
184488,184502,-0.63,0.59,1.22,14,56.0,14
184630,184645,-0.65,0.56,1.21,15,60.0,15
184774,184789,-0.635,0.575,1.21,15,60.0,15
184916,184932,-0.68,0.575,1.255,16,64.0,16
185060,185075,-0.62,0.585,1.205,15,60.0,15
185204,185218,-0.59,0.565,1.1549999999999998,14,56.0,14
185346,185361,-0.565,0.595,1.16,15,60.0,15
185488,185504,-0.58,0.595,1.1749999999999998,16,64.0,16
185630,185645,-0.585,0.565,1.15,15,60.0,15
185770,185786,-0.56,0.6,1.1600000000000001,16,64.0,16
185912,185927,-0.535,0.575,1.1099999999999999,15,60.0,15
186054,186069,-0.56,0.595,1.155,15,60.0,15
186196,186211,-0.58,0.575,1.1549999999999998,15,60.0,15
186338,186353,-0.585,0.575,1.16,15,60.0,15
186480,186496,-0.585,0.575,1.16,16,64.0,16
186624,186639,-0.595,0.585,1.18,15,60.0,15
186768,186782,-0.64,0.57,1.21,14,56.0,14
186910,186924,-0.63,0.575,1.205,14,56.0,14
187052,187067,-0.62,0.55,1.17,15,60.0,15
187196,187210,-0.615,0.57,1.185,14,56.0,14
187338,187353,-0.63,0.58,1.21,15,60.0,15
187480,187495,-0.605,0.585,1.19,15,60.0,15
187622,187637,-0.595,0.57,1.165,15,60.0,15
187764,187779,-0.585,0.585,1.17,15,60.0,15
187906,187921,-0.605,0.595,1.2,15,60.0,15
188046,188062,-0.605,0.57,1.1749999999999998,16,64.0,16
188188,188204,-0.585,0.585,1.17,16,64.0,16
188330,188345,-0.595,0.59,1.185,15,60.0,15
188472,188486,-0.58,0.575,1.1549999999999998,14,56.0,14
188612,188626,-0.58,0.55,1.13,14,56.0,14
188752,188768,-0.58,0.575,1.1549999999999998,16,64.0,16
188894,188909,-0.58,0.59,1.17,15,60.0,15
189034,189050,-0.595,0.615,1.21,16,64.0,16
189176,189191,-0.61,0.615,1.225,15,60.0,15
189316,189332,-0.57,0.595,1.165,16,64.0,16
189458,189473,-0.58,0.58,1.16,15,60.0,15
189600,189614,-0.56,0.575,1.135,14,56.0,14
189742,189756,-0.58,0.575,1.1549999999999998,14,56.0,14
189884,189899,-0.56,0.6,1.1600000000000001,15,60.0,15
190026,190040,-0.555,0.575,1.13,14,56.0,14
190168,190182,-0.57,0.575,1.145,14,56.0,14
190310,190324,-0.585,0.57,1.1549999999999998,14,56.0,14
190450,190466,-0.57,0.6,1.17,16,64.0,16
190592,190607,-0.565,0.585,1.15,15,60.0,15
190734,190750,-0.585,0.605,1.19,16,64.0,16
190878,190892,-0.595,0.585,1.18,14,56.0,14
191018,191034,-0.605,0.59,1.1949999999999998,16,64.0,16
191160,191175,-0.585,0.575,1.16,15,60.0,15
191302,191317,-0.61,0.57,1.18,15,60.0,15
191444,191459,-0.605,0.595,1.2,15,60.0,15
191584,191600,-0.585,0.59,1.1749999999999998,16,64.0,16
191726,191741,-0.46,0.58,1.04,15,60.0,15
191868,191883,-0.58,0.575,1.1549999999999998,15,60.0,15
192010,192025,-0.585,0.575,1.16,15,60.0,15
192150,192165,-0.56,0.55,1.11,15,60.0,15
192292,192307,-0.57,0.595,1.165,15,60.0,15
192432,192448,-0.55,0.6,1.15,16,64.0,16
192574,192589,-0.57,0.595,1.165,15,60.0,15
192714,192729,-0.55,0.575,1.125,15,60.0,15
192854,192870,-0.52,0.575,1.095,16,64.0,16
192996,193011,-0.535,0.575,1.1099999999999999,15,60.0,15
193138,193152,-0.545,0.56,1.105,14,56.0,14
193278,193293,-0.54,0.595,1.135,15,60.0,15
193420,193434,-0.56,0.575,1.135,14,56.0,14
193560,193576,-0.565,0.585,1.15,16,64.0,16
193702,193716,-0.585,0.55,1.135,14,56.0,14
193842,193858,-0.595,0.6,1.1949999999999998,16,64.0,16
193984,193999,-0.635,0.585,1.22,15,60.0,15
194126,194141,-0.67,0.575,1.245,15,60.0,15
194266,194281,-0.665,0.55,1.215,15,60.0,15
194408,194423,-0.63,0.495,1.125,15,60.0,15
194550,194566,-0.63,0.585,1.2149999999999999,16,64.0,16
194692,194707,-0.62,0.57,1.19,15,60.0,15
194834,194849,-0.595,0.595,1.19,15,60.0,15
194974,194990,-0.555,0.6,1.155,16,64.0,16
195116,195132,-0.535,0.595,1.13,16,64.0,16
195260,195274,-0.545,0.57,1.115,14,56.0,14
195402,195417,-0.525,0.6,1.125,15,60.0,15
195544,195559,-0.535,0.575,1.1099999999999999,15,60.0,15
195688,195703,-0.58,0.625,1.205,15,60.0,15
195830,195845,-0.585,0.59,1.1749999999999998,15,60.0,15
195970,195986,-0.635,0.59,1.225,16,64.0,16
196112,196127,-0.615,0.585,1.2,15,60.0,15
196254,196269,-0.64,0.595,1.2349999999999999,15,60.0,15
196394,196409,-0.635,0.56,1.195,15,60.0,15
196534,196550,-0.605,0.59,1.1949999999999998,16,64.0,16
196674,196689,-0.625,0.575,1.2,15,60.0,15
196814,196828,-0.62,0.575,1.1949999999999998,14,56.0,14
196950,196966,-0.65,0.575,1.225,16,64.0,16
197090,197105,-0.59,0.595,1.185,15,60.0,15
197228,197244,-0.615,0.575,1.19,16,64.0,16
197370,197384,-0.62,0.57,1.19,14,56.0,14
197510,197525,-0.635,0.565,1.2,15,60.0,15
197652,197666,-0.62,0.575,1.1949999999999998,14,56.0,14
197794,197809,-0.58,0.615,1.1949999999999998,15,60.0,15
197936,197951,-0.595,0.575,1.17,15,60.0,15
198080,198094,-0.58,0.575,1.1549999999999998,14,56.0,14
198222,198236,-0.595,0.56,1.155,14,56.0,14
198364,198379,-0.58,0.6,1.18,15,60.0,15
198506,198521,-0.605,0.58,1.185,15,60.0,15
198646,198662,-0.565,0.595,1.16,16,64.0,16
198788,198802,-0.57,0.535,1.105,14,56.0,14
198928,198944,-0.56,0.61,1.17,16,64.0,16
199070,199085,-0.57,0.59,1.16,15,60.0,15
199212,199225,-0.57,0.54,1.1099999999999999,13,52.0,13
199352,199367,-0.58,0.575,1.1549999999999998,15,60.0,15
199494,199509,-0.56,0.595,1.155,15,60.0,15
199636,199652,-0.57,0.605,1.1749999999999998,16,64.0,16
199778,199794,-0.545,0.595,1.1400000000000001,16,64.0,16
199920,199936,-0.515,0.59,1.105,16,64.0,16
200064,200079,-0.505,0.585,1.0899999999999999,15,60.0,15
200206,200221,-0.55,0.595,1.145,15,60.0,15
200348,200364,-0.535,0.585,1.12,16,64.0,16
200492,200506,-0.58,0.575,1.1549999999999998,14,56.0,14
200634,200649,-0.605,0.575,1.18,15,60.0,15
200776,200791,-0.595,0.585,1.18,15,60.0,15
200918,200933,-0.655,0.545,1.2000000000000002,15,60.0,15
201062,201077,-0.66,0.595,1.255,15,60.0,15
201204,201220,-0.66,0.57,1.23,16,64.0,16
201348,201363,-0.665,0.585,1.25,15,60.0,15
201490,201505,-0.62,0.565,1.185,15,60.0,15
201634,201648,-0.58,0.575,1.1549999999999998,14,56.0,14
201776,201791,-0.585,0.6,1.185,15,60.0,15
201918,201934,-0.605,0.595,1.2,16,64.0,16
202062,202076,-0.585,0.565,1.15,14,56.0,14
202204,202218,-0.595,0.575,1.17,14,56.0,14
202346,202361,-0.645,0.58,1.225,15,60.0,15
202488,202503,-0.635,0.585,1.22,15,60.0,15
202630,202645,-0.63,0.57,1.2,15,60.0,15
202772,202787,-0.56,0.575,1.135,15,60.0,15
202914,202930,-0.545,0.6,1.145,16,64.0,16
203056,203072,-0.515,0.575,1.0899999999999999,16,64.0,16
203200,203214,-0.475,0.585,1.06,14,56.0,14
203342,203357,-0.485,0.59,1.075,15,60.0,15
203484,203500,-0.485,0.595,1.08,16,64.0,16
203628,203643,-0.55,0.6,1.15,15,60.0,15
203770,203786,-0.58,0.6,1.18,16,64.0,16
203914,203929,-0.585,0.565,1.15,15,60.0,15
204058,204072,-0.59,0.575,1.165,14,56.0,14
204200,204216,-0.62,0.575,1.1949999999999998,16,64.0,16
204344,204359,-0.615,0.585,1.2,15,60.0,15
204486,204502,-0.615,0.565,1.18,16,64.0,16
204630,204646,-0.635,0.585,1.22,16,64.0,16
204774,204789,-0.685,0.585,1.27,15,60.0,15
204916,204930,-0.64,0.525,1.165,14,56.0,14
205058,205074,-0.62,0.57,1.19,16,64.0,16
205202,205217,-0.635,0.575,1.21,15,60.0,15
205344,205360,-0.63,0.565,1.1949999999999998,16,64.0,16
205488,205503,-0.595,0.595,1.19,15,60.0,15
205630,205646,-0.57,0.585,1.1549999999999998,16,64.0,16
205774,205789,-0.605,0.575,1.18,15,60.0,15
205916,205932,-0.585,0.585,1.17,16,64.0,16
206060,206075,-0.585,0.585,1.17,15,60.0,15
206204,206219,-0.585,0.575,1.16,15,60.0,15
206346,206362,-0.63,0.57,1.2,16,64.0,16
206490,206504,-0.605,0.565,1.17,14,56.0,14
206632,206646,-0.595,0.59,1.185,14,56.0,14
206774,206788,-0.57,0.59,1.16,14,56.0,14
206916,206930,-0.61,0.55,1.1600000000000001,14,56.0,14
207058,207072,-0.585,0.585,1.17,14,56.0,14
207200,207214,-0.57,0.58,1.15,14,56.0,14
207342,207357,-0.565,0.59,1.1549999999999998,15,60.0,15
207484,207499,-0.605,0.565,1.17,15,60.0,15
207626,207642,-0.585,0.475,1.06,16,64.0,16
207770,207785,-0.585,0.58,1.165,15,60.0,15
207912,207928,-0.58,0.58,1.16,16,64.0,16
208056,208072,-0.595,0.585,1.18,16,64.0,16
208200,208214,-0.585,0.575,1.16,14,56.0,14
208342,208357,-0.55,0.585,1.135,15,60.0,15
208484,208500,-0.535,0.61,1.145,16,64.0,16
208628,208642,-0.56,0.59,1.15,14,56.0,14
208770,208784,-0.555,0.565,1.12,14,56.0,14
208912,208927,-0.525,0.56,1.085,15,60.0,15
209054,209069,-0.535,0.585,1.12,15,60.0,15
209196,209212,-0.545,0.59,1.135,16,64.0,16
209340,209355,-0.56,0.57,1.13,15,60.0,15
209484,209499,-0.56,0.575,1.135,15,60.0,15
209630,209645,-0.565,0.595,1.16,15,60.0,15
209776,209791,-0.555,0.6,1.155,15,60.0,15
209922,209938,-0.565,0.58,1.145,16,64.0,16
210070,210085,-0.56,0.58,1.1400000000000001,15,60.0,15
210218,210232,-0.585,0.54,1.125,14,56.0,14
210364,210380,-0.585,0.595,1.18,16,64.0,16
210512,210528,-0.585,0.595,1.18,16,64.0,16
210660,210674,-0.58,0.565,1.145,14,56.0,14
210806,210821,-0.595,0.59,1.185,15,60.0,15
210952,210968,-0.585,0.575,1.16,16,64.0,16
211100,211115,-0.595,0.605,1.2,15,60.0,15
211246,211260,-0.585,0.6,1.185,14,56.0,14
211390,211406,-0.62,0.585,1.205,16,64.0,16
211536,211551,-0.57,0.59,1.16,15,60.0,15
211682,211697,-0.605,0.595,1.2,15,60.0,15
211828,211843,-0.605,0.585,1.19,15,60.0,15
211972,211988,-0.615,0.585,1.2,16,64.0,16
212118,212133,-0.565,0.555,1.12,15,60.0,15
212264,212280,-0.605,0.575,1.18,16,64.0,16
212412,212427,-0.62,0.58,1.2,15,60.0,15
212558,212573,-0.605,0.565,1.17,15,60.0,15
212706,212720,-0.615,0.58,1.1949999999999998,14,56.0,14
